fecha,medio,titulo,enlace,nivel_coincidencia,elenco_o_cuerpo,sentimiento,tema_principal,obra_mencionada,resumen_gemini,keywords_detectadas
2026-08-09 01:58,ArchDaily,Galería de Apartamento de Cais do Sodré / Vasco Lima Mayer + Estudio Obra Prima - 17 - ArchDaily,https://news.google.com/rss/articles/CBMiqgJBVV95cUxOS25FOUF4aHBKNjZQYlM3ZUtSM01KZld5M2pQQURpVnh1WTRESzM0ZENJMGNnQ25pNkJYX25XUGxnbXhWczZzVDFVbi1iNTJRSUVtVG1uYk53WlRoYmFqNGtmRzN1RTY5bGNWSmlIV0xwSTRTaUJnbUp5aDA3aGtCWFVkd0pKRUN5bzh3SjE4WU80N2laMVl5TEVYdTUyX3hjQm5xazExU2VvV19QdG9sbXF4RzEwLWhfNzNBWHNuYXNBUTFaUFg4MmZpLWhjM24xZDVpWGlmc2ZFNzQyUGZoQVdwUnRKWVlCUGZpckJuZjVIN29KZUpuS0Nod1k2MjJta2t3dmxOTkoweHlvV04zenpwa252Z0l0SEQ0UjYzdXF0amZsYW5xVVp3?oc=5,Búsqueda Histórica 2026,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiqgJBVV95cUxOS25FOUF4aHBKNjZQYlM3ZUtSM01KZld5M2pQQURpVnh1WTRESzM0ZENJMGNnQ25pNkJYX25XUGxnbXhWczZzVDFVbi1iNTJRSUVtVG1uYk53WlRoYmFqNGtmRzN1RTY5bGNWSmlIV0",Sodre
2026-08-22 07:00,GUB.UY,Conciertos en familia en el Sodre | Ministerio de Educación y Cultura - GUB.UY,https://news.google.com/rss/articles/CBMirAFBVV95cUxOU2kzVHJLd2pvNDlqNjZFTURHNHB0XzhOcDF6RmVaYzVJSFlCR2VXY05zUkk4WDY1VkUxcXlBcnFEdjZPNmtwOVlqcVl6R0dBeGtqUi1udy0tOFYwWlNqU2ttZFFEdUFwNDFmeS12eTNDXzRoa3RxZkZ1bXBXYm9nSVczV2VRLXdndFZrNFAtWGFHQmNOaXNaNDBMRU92RXFuRkgxUmVHYVVGenF0?oc=5,Búsqueda Histórica 2026,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxOU2kzVHJLd2pvNDlqNjZFTURHNHB0XzhOcDF6RmVaYzVJSFlCR2VXY05zUkk4WDY1VkUxcXlBcnFEdjZPNmtwOVlqcVl6R0dBeGtqUi1udy0tOFYwWlNqU2ttZFFEdUFwNDFmeS12eT",Sodre
2026-07-27 07:41,ArchDaily,Galería de Apartamento de Cais do Sodré / Vasco Lima Mayer + Estudio Obra Prima - 12 - ArchDaily,https://news.google.com/rss/articles/CBMiqgJBVV95cUxQeDRDcHR6dHY3d0FnMmVkQmZqNFo5MG5MaE1IZm5qek5td3VwUVVOblJMaFpydm90Z2lsVnhzWFRZRU9JTk5nVm1kTkNLNEZFUkNyRDFCYkJMeXZ2b09jWWxXa016NWwtR294aWMyQnotajV1S0t3SFRmNEtUWEJuZkQ5eXd6TnhES0VmZlhPV2VaTnYyRERlX21iRk5QLUN2TXB6SmRuT0V1LWJMVnBXSG1mVDh5VlFMT1A4TVFuNDEwWnh3dnhlcUgzQVhGUlk5dHNMdHZYRDZiNTYycHlJa0NOWkROQVNiQ0tsb0tpYWNxRVRyUEZhbTVFQ0IwYXRuVGVEOWFzT2laRE90Nk5kVHdLR0NlMjk5U0laVlE4U21pdUVQZ0h2bmhn?oc=5,Búsqueda Histórica 2026,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiqgJBVV95cUxQeDRDcHR6dHY3d0FnMmVkQmZqNFo5MG5MaE1IZm5qek5td3VwUVVOblJMaFpydm90Z2lsVnhzWFRZRU9JTk5nVm1kTkNLNEZFUkNyRDFCYkJMeXZ2b09jWWxXa016NWwtR294aWMyQn",Sodre
2026-08-26 07:00,GUB.UY,"Entrevista a la directora de la Escuela Nacional de Formación Artística del Sodre, Natalia Sobrera - GUB.UY",https://news.google.com/rss/articles/CBMiwwFBVV95cUxQR1RGbHdRbWV2dGZ0QmxTaXJ5OEcwNDczUDUzWVBRb1pFbExXeTNmSzRILUg2MEowT29pdU91c3FHOVZmOHEwYTAxN2QydlBtWV9FeXV6WkxSN0d0UVRzVHo4clZRaGZRQU02V3F1bVdZZmFEcVF4WFhlLWR3ZGNtNExlQl90V1ZEb3RDZmhUeW5DcENxck9wd3BRUW5NTks3bUZzZVY5cE1NRnhDZktnbkFyTlFLMDNFUVh2ZUo4ZGhVQjg?oc=5,Búsqueda Histórica 2026,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiwwFBVV95cUxQR1RGbHdRbWV2dGZ0QmxTaXJ5OEcwNDczUDUzWVBRb1pFbExXeTNmSzRILUg2MEowT29pdU91c3FHOVZmOHEwYTAxN2QydlBtWV9FeXV6WkxSN0d0UVRzVHo4clZRaGZRQU02V3F1bV",Sodre
2026-09-03 18:12,GUB.UY,"Villa García celebró primer año de incorporación al Sistema de Orquestas y el programa «Un niño, un instrumento» - GUB.UY",https://news.google.com/rss/articles/CBMi4AFBVV95cUxQR0NfSXdBTVU4dGxjck43TnloaVpOci1wZFFuUzZUVDk2YldrRVlKWWpPWldRT3ZZMHI3OHA0bzNCdDJXWUFHdVhQcEtLZEd0b3BsM18tUGc0WlpJbHNRS3A2OG1TcEZHZWFSc1B3a0ZnSFprNUIxWHIydFFCSVpfTktGbVpYOHFGZmJtWFlPMFktQl9xREhtZkM2TDdrd0FrT0hmN2JyV1VXVURUWE9JcTRhZ1ZPMHRNTHhVTnVfZUVNeE1DeG02OWFZYzJZeGVtMjJaa0o5MVd6dE9RLUE3Vg?oc=5,Búsqueda Histórica 2026,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi4AFBVV95cUxQR0NfSXdBTVU4dGxjck43TnloaVpOci1wZFFuUzZUVDk2YldrRVlKWWpPWldRT3ZZMHI3OHA0bzNCdDJXWUFHdVhQcEtLZEd0b3BsM18tUGc0WlpJbHNRS3A2OG1TcEZHZWFSc1B3a0",Sodre
2026-06-24 07:00,GUB.UY,El Sodre se convierte en un escenario de juego para estas vacaciones de invierno - GUB.UY,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPaDRpWGdNOEJkMmUtRXRrX0xSNTRkY0RhV0xhS1ZnZHJweFp2WkxOdzlOdXl4a0hqZXYzekZfN3dacmdhaGxqLWdTSDBpSHhabnBBMGRPYnYySHNNYXV0ZHo1ZkoxZFloYUc0NUs2SVJrUUktSHFtM0RUWjVDYnJFMkZfZEs3ZkplSFlhaDAxS3FjX1JQT0ZMUkxhMUJ4RzVQeGtMR0ZXem5obWcxMjJQckxHSHQyX1I3T2ZuMG1sY0RJeGxaeEM3Sg?oc=5,Búsqueda Histórica 2026,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxPaDRpWGdNOEJkMmUtRXRrX0xSNTRkY0RhV0xhS1ZnZHJweFp2WkxOdzlOdXl4a0hqZXYzekZfN3dacmdhaGxqLWdTSDBpSHhabnBBMGRPYnYySHNNYXV0ZHo1ZkoxZFloYUc0NUs2SV",Sodre
2026-08-30 07:00,Montevideo Portal,"El Sodre sale al país: 143 espectáculos, 34.700 espectadores y una nueva carrera artística - Montevideo Portal",https://news.google.com/rss/articles/CBMi0gFBVV95cUxPN21mY3U3N3Zoekd0Z0RyUXpyeFd1MmpTbWJfbVFGSDJ3YV81WmJrTGhNME9KT2lZcHpvNEd2UmUtYnVzTWVtQzZYb3FfbGdoYXFsYlBvRklqVmhJWnRGYndBX3dQLUpZMVJocXduS05UY2xCTXVjSHpILUQ2TXhJNWYtUVlIUjZ6SEtnRTVWUGJtSXBJSWxjUGdza2R3alpoU2ZuN0V2SXI3M09tRWN6T20xMjB0cHA3YmRWUVZ6cFhFNnRlLUJSem1HcU9fOFgydHfSAfYBQVVfeXFMT2ZmUWE5SVFTQmdJWWctc0Nra1kyS2QwUUlpR2JzZDFZUDhJTERHbHJ5OVMyck5xQTNldTRRRVA3SnFvZ1hwZ3FIUTJseEQzZ2tnWjhOcDVsSktqc0t6S1Nla3Z0Ti1VY3l3dWxZUE94T1JLLVgtbENEaGpiWEJrYWZMR0VmNG9EV1liVld4czN0c3dQOHpTUGZ4NldrQ05qOGZFY3MxazNlZG5RUG1lUG9mbFVYOWZseHk0NC1OUXJtY2huQ1BqVzE4b2pnc2RBNVB3blZibE82blBVRldabDI4Wm1DRWc4VXJ5ejRncjlLNEtZQTZB?oc=5,Búsqueda Histórica 2026,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi0gFBVV95cUxPN21mY3U3N3Zoekd0Z0RyUXpyeFd1MmpTbWJfbVFGSDJ3YV81WmJrTGhNME9KT2lZcHpvNEd2UmUtYnVzTWVtQzZYb3FfbGdoYXFsYlBvRklqVmhJWnRGYndBX3dQLUpZMVJocXduS0",Sodre
2026-03-23 07:00,Teatro Solís,Conjunto Nacional de Música de Cámara del SODRE - Teatro Solís,https://news.google.com/rss/articles/CBMiV0FVX3lxTE9TWlY3Y2trUU90a1hyWlFRTmUzN3ZEenN5UTNnSWJYRi1MZkpHcEh1bE8zZmhyaVhRYk5XN3hxZExnY00wWEhZbWpsZ1pidTRMdDZqSFltMA?oc=5,Búsqueda Histórica 2026,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiV0FVX3lxTE9TWlY3Y2trUU90a1hyWlFRTmUzN3ZEenN5UTNnSWJYRi1MZkpHcEh1bE8zZmhyaVhRYk5XN3hxZExnY00wWEhZbWpsZ1pidTRMdDZqSFltMA?oc=5"" target=""_blank"">Conjunto ",Sodre
2026-08-31 07:00,Caras y Caretas,El Sodre incorpora la carrera de Danza Candombe y proyecta funciones en todo el país - Caras y Caretas,https://news.google.com/rss/articles/CBMiugFBVV95cUxNbVpSbmZXM3h3SzBNUmNxRHFkODJWZ1YtcnhKTGwyRUxkbGUzVzZ6bk9TQXFzTGo2b19Gb01IMW91bDdQTkw1VHp4TXp1ellSS0dYU0szcXptYjdWMHQ0blBscGpReTFudXphaG95T0JWdDBzZE45Y1Z3ZkZLMUNBMFFCNjdsV21jNTAycWMzSkpRR25uOUNUTHhMQ0pxMFhaNHB2OEJUbnYwRVdzcUlvOEJTdEtFQWtGSWfSAb8BQVVfeXFMT0VJZGY4ejdfWDhjUUdDdmtKQ18wQmViOHZaX0N0UDRrS3VsYmF2VjRaRngxQ1B1QTRnS0JjbFJKVkdaQ3BvY0NndWJuR2VST3VLUjVQUzhwUkx4YmZpQ2VoeFRua09QYnZXTVppNVctbEpUTWRkMkhaY1plX0xMeWpjcHBNRnBwZHNvcWVwSGZfOWZ6Q3RRbTVNdVJsN3BPT0xubGo2LW5GM1VFTlJJcmxwbFFndFVHVWVLeXJ3Sjg?oc=5,Búsqueda Histórica 2026,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiugFBVV95cUxNbVpSbmZXM3h3SzBNUmNxRHFkODJWZ1YtcnhKTGwyRUxkbGUzVzZ6bk9TQXFzTGo2b19Gb01IMW91bDdQTkw1VHp4TXp1ellSS0dYU0szcXptYjdWMHQ0blBscGpReTFudXphaG95T0",Sodre
2026-07-30 07:00,GUB.UY,El Coro Nacional de Niños del Sodre celebró su 10.° aniversario con un espectáculo conmemorativo - GUB.UY,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNZjAzT181djBucWx0cW9WUEtFb2pBUHR5dmQzMjJGaFpkWGJVbEZyUDRjMHctSUtTMW1tUEZuWU52Z0VVV0Y0SXZhY1ZkejBQa3NDcUFCTEJiUnZ6elNhUXZPU2VwOGNCTTRMWnhYLVA1dV9GWmpReGNyNnJCUXpaaXhEakxQM0ZJSzZxdG52OGxJcER2TEdMVG9mdDRHamJVcmlEQzBPSENTZy1ybGFWanA1OURYTDRpMkRHb3VtSTVVMWktU1hWcWdMMDV1eUVUMEVF?oc=5,Búsqueda Histórica 2026,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi0wFBVV95cUxNZjAzT181djBucWx0cW9WUEtFb2pBUHR5dmQzMjJGaFpkWGJVbEZyUDRjMHctSUtTMW1tUEZuWU52Z0VVV0Y0SXZhY1ZkejBQa3NDcUFCTEJiUnZ6elNhUXZPU2VwOGNCTTRMWnhYLV",Sodre
2026-09-09 21:00,BÚSQUEDA,Alquimia y Valeria Lynch se presentaron a beneficio de Cimientos Uruguay en el Sodre - BÚSQUEDA,https://news.google.com/rss/articles/CBMivwFBVV95cUxOMm9oR2dXanZkaG1XNjBhVWR2dHIzNjFKMGg1VWE2UUdGZ2pUXzBJYWZ5b0dNemt1OVE1eF8tUDUySFh2YWZFUXgya1JwMDNLR2ZCR2lUM29hUko1R0VXLVUzbW5HN3Zmb0xWZTFFRlhNQ003WW5GLVZLN0hzcEhja25CVmlNS3ZrVzFYSTN5SGREVl9UY0FOb3VjZ0xjWEtzdGxTU0dkREQzcXp1bU9qZkpHQ1lZbmo5RWZjYXdSWQ?oc=5,Búsqueda Histórica 2026,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxOMm9oR2dXanZkaG1XNjBhVWR2dHIzNjFKMGg1VWE2UUdGZ2pUXzBJYWZ5b0dNemt1OVE1eF8tUDUySFh2YWZFUXgya1JwMDNLR2ZCR2lUM29hUko1R0VXLVUzbW5HN3Zmb0xWZTFFRl",Sodre
